NDO;Fecha de Venta;Fecha de Vuelo;Region POC;Clase;Neto;NS
230;06/06/2023;22/01/2024;ESPANA;N;3;104
229;07/06/2023;22/01/2024;EUROPA;U;2;104
228;08/06/2023;22/01/2024;EUROPA;U;-2;104
227;09/06/2023;22/01/2024;AMERICA;N;0;104
226;10/06/2023;22/01/2024;AMERICA;N;0;104
224;12/06/2023;22/01/2024;AMERICA;N;0;104
222;14/06/2023;22/01/2024;AMERICA;N;1;104
222;14/06/2023;22/01/2024;ESPANA;N;1;104
221;15/06/2023;22/01/2024;AMERICA;N;2;104
219;17/06/2023;22/01/2024;AMERICA;N;-1;104
219;17/06/2023;22/01/2024;ESPANA;N;-1;104
218;18/06/2023;22/01/2024;AMERICA;N;-2;104
217;19/06/2023;22/01/2024;AMERICA;N;4;104
216;20/06/2023;22/01/2024;AMERICA;N;1;104
215;21/06/2023;22/01/2024;AMERICA;N;1;104
214;22/06/2023;22/01/2024;AMERICA;N;-2;104
213;23/06/2023;22/01/2024;AMERICA;N;-1;104
211;25/06/2023;22/01/2024;AMERICA;N;-1;104
209;27/06/2023;22/01/2024;AMERICA;N;4;104
206;30/06/2023;22/01/2024;AMERICA;N;0;104
204;02/07/2023;22/01/2024;ESPANA;N;1;104
202;04/07/2023;22/01/2024;AMERICA;A;1;104
201;05/07/2023;22/01/2024;AMERICA;A;2;104
197;09/07/2023;22/01/2024;AMERICA;A;-2;104
194;12/07/2023;22/01/2024;ESPANA;A;1;104
193;13/07/2023;22/01/2024;AMERICA;A;3;104
193;13/07/2023;22/01/2024;ESPANA;T;1;104
193;13/07/2023;22/01/2024;ESPANA;Q;1;104
192;14/07/2023;22/01/2024;AMERICA;A;2;104
192;14/07/2023;22/01/2024;ESPANA;P;1;104
192;14/07/2023;22/01/2024;ESPANA;Q;-1;104
192;14/07/2023;22/01/2024;ESPANA;A;-1;104
191;15/07/2023;22/01/2024;AMERICA;A;0;104
181;25/07/2023;22/01/2024;AMERICA;A;1;104
177;29/07/2023;22/01/2024;AMERICA;A;3;104
174;01/08/2023;22/01/2024;AMERICA;A;-3;104
173;02/08/2023;22/01/2024;AMERICA;A;1;104
167;08/08/2023;22/01/2024;AMERICA;A;1;104
166;09/08/2023;22/01/2024;AMERICA;A;1;104
166;09/08/2023;22/01/2024;AMERICA;F;0;104
165;10/08/2023;22/01/2024;AMERICA;A;0;104
164;11/08/2023;22/01/2024;AMERICA;A;3;104
163;12/08/2023;22/01/2024;AMERICA;A;1;104
161;14/08/2023;22/01/2024;AMERICA;A;1;104
158;17/08/2023;22/01/2024;AMERICA;P;2;104
158;17/08/2023;22/01/2024;ESPANA;U;1;104
156;19/08/2023;22/01/2024;AMERICA;P;-2;104
154;21/08/2023;22/01/2024;ESPANA;P;2;104
153;22/08/2023;22/01/2024;AMERICA;P;2;104
152;23/08/2023;22/01/2024;AMERICA;P;2;104
152;23/08/2023;22/01/2024;ESPANA;N;0;104
151;24/08/2023;22/01/2024;AMERICA;P;-1;104
149;26/08/2023;22/01/2024;AMERICA;P;0;104
147;28/08/2023;22/01/2024;AMERICA;P;3;104
146;29/08/2023;22/01/2024;AMERICA;P;4;104
144;31/08/2023;22/01/2024;AMERICA;A;2;104
144;31/08/2023;22/01/2024;AMERICA;S;0;104
144;31/08/2023;22/01/2024;ESPANA;Q;1;104
143;01/09/2023;22/01/2024;AMERICA;A;2;104
142;02/09/2023;22/01/2024;AMERICA;P;1;104
140;04/09/2023;22/01/2024;ESPANA;T;2;104
140;04/09/2023;22/01/2024;EUROPA;S;1;104
138;06/09/2023;22/01/2024;AMERICA;P;1;104
137;07/09/2023;22/01/2024;AMERICA;P;4;104
137;07/09/2023;22/01/2024;AMERICA;N;0;104
136;08/09/2023;22/01/2024;AMERICA;P;1;104
136;08/09/2023;22/01/2024;ESPANA;P;0;104
135;09/09/2023;22/01/2024;AMERICA;P;-3;104
134;10/09/2023;22/01/2024;AMERICA;P;0;104
133;11/09/2023;22/01/2024;AMERICA;P;2;104
132;12/09/2023;22/01/2024;AMERICA;F;1;104
132;12/09/2023;22/01/2024;AMERICA;P;0;104
132;12/09/2023;22/01/2024;ESPANA;F;0;104
130;14/09/2023;22/01/2024;AMERICA;A;9;104
129;15/09/2023;22/01/2024;AMERICA;A;-5;104
126;18/09/2023;22/01/2024;AMERICA;A;1;104
126;18/09/2023;22/01/2024;ESPANA;A;1;104
125;19/09/2023;22/01/2024;ESPANA;A;2;104
124;20/09/2023;22/01/2024;AMERICA;A;2;104
124;20/09/2023;22/01/2024;ESPANA;A;1;104
123;21/09/2023;22/01/2024;AMERICA;S;5;104
123;21/09/2023;22/01/2024;ESPANA;P;1;104
123;21/09/2023;22/01/2024;ESPANA;A;0;104
122;22/09/2023;22/01/2024;AMERICA;A;5;104
122;22/09/2023;22/01/2024;AMERICA;R;0;104
122;22/09/2023;22/01/2024;AMERICA;S;-5;104
122;22/09/2023;22/01/2024;ESPANA;A;0;104
121;23/09/2023;22/01/2024;AMERICA;A;4;104
119;25/09/2023;22/01/2024;AMERICA;A;8;104
118;26/09/2023;22/01/2024;AMERICA;A;0;104
118;26/09/2023;22/01/2024;ESPANA;T;1;104
117;27/09/2023;22/01/2024;AMERICA;A;4;104
117;27/09/2023;22/01/2024;ESPANA;A;1;104
117;27/09/2023;22/01/2024;ESPANA;T;-1;104
116;28/09/2023;22/01/2024;AMERICA;A;0;104
115;29/09/2023;22/01/2024;EUROPA;H;4;104
115;29/09/2023;22/01/2024;EUROPA;S;0;104
114;30/09/2023;22/01/2024;AMERICA;A;1;104
113;01/10/2023;22/01/2024;AMERICA;A;1;104
112;02/10/2023;22/01/2024;AMERICA;A;2;104
112;02/10/2023;22/01/2024;EUROPA;Y;0;104
112;02/10/2023;22/01/2024;EUROPA;H;0;104
111;03/10/2023;22/01/2024;AMERICA;A;1;104
110;04/10/2023;22/01/2024;AMERICA;P;1;104
110;04/10/2023;22/01/2024;AMERICA;A;0;104
109;05/10/2023;22/01/2024;AMERICA;A;1;104
109;05/10/2023;22/01/2024;AMERICA;P;-1;104
109;05/10/2023;22/01/2024;ESPANA;H;3;104
104;10/10/2023;22/01/2024;AMERICA;A;3;104
103;11/10/2023;22/01/2024;AMERICA;A;0;104
102;12/10/2023;22/01/2024;AMERICA;A;3;104
101;13/10/2023;22/01/2024;ESPANA;P;1;104
100;14/10/2023;22/01/2024;AMERICA;A;1;104
100;14/10/2023;22/01/2024;ESPANA;Q;2;104
98;16/10/2023;22/01/2024;AMERICA;N;3;104
98;16/10/2023;22/01/2024;ESPANA;Q;1;104
98;16/10/2023;22/01/2024;ESPANA;A;1;104
97;17/10/2023;22/01/2024;AMERICA;N;1;104
97;17/10/2023;22/01/2024;ESPANA;N;1;104
97;17/10/2023;22/01/2024;ESPANA;H;-1;104
97;17/10/2023;22/01/2024;ESPANA;Q;-2;104
96;18/10/2023;22/01/2024;AMERICA;N;0;104
96;18/10/2023;22/01/2024;ESPANA;H;0;104
94;20/10/2023;22/01/2024;EUROPA;U;2;104
92;22/10/2023;22/01/2024;AMERICA;N;1;104
90;24/10/2023;22/01/2024;AMERICA;N;1;104
90;24/10/2023;22/01/2024;ESPANA;Q;1;104
90;24/10/2023;22/01/2024;ESPANA;A;0;104
90;24/10/2023;22/01/2024;ESPANA;N;0;104
89;25/10/2023;22/01/2024;AMERICA;N;6;104
89;25/10/2023;22/01/2024;AMERICA;F;0;104
89;25/10/2023;22/01/2024;ESPANA;T;3;104
88;26/10/2023;22/01/2024;AMERICA;N;5;104
88;26/10/2023;22/01/2024;ESPANA;Q;-1;104
88;26/10/2023;22/01/2024;EUROPA;H;-2;104
87;27/10/2023;22/01/2024;AMERICA;N;2;104
87;27/10/2023;22/01/2024;EUROPA;H;0;104
86;28/10/2023;22/01/2024;AMERICA;A;-1;104
86;28/10/2023;22/01/2024;AMERICA;N;-1;104
86;28/10/2023;22/01/2024;ESPANA;F;0;104
84;30/10/2023;22/01/2024;AMERICA;A;4;104
84;30/10/2023;22/01/2024;ESPANA;H;-1;104
83;31/10/2023;22/01/2024;AMERICA;A;3;104
83;31/10/2023;22/01/2024;ESPANA;F;1;104
83;31/10/2023;22/01/2024;ESPANA;H;0;104
83;31/10/2023;22/01/2024;ESPANA;U;0;104
82;01/11/2023;22/01/2024;AMERICA;A;0;104
82;01/11/2023;22/01/2024;ESPANA;F;1;104
81;02/11/2023;22/01/2024;AMERICA;A;3;104
80;03/11/2023;22/01/2024;AMERICA;A;-1;104
80;03/11/2023;22/01/2024;ESPANA;A;1;104
79;04/11/2023;22/01/2024;AMERICA;A;0;104
79;04/11/2023;22/01/2024;ESPANA;T;1;104
79;04/11/2023;22/01/2024;ESPANA;A;1;104
78;05/11/2023;22/01/2024;AMERICA;A;2;104
77;06/11/2023;22/01/2024;AMERICA;A;0;104
77;06/11/2023;22/01/2024;ESPANA;T;1;104
77;06/11/2023;22/01/2024;ESPANA;A;1;104
76;07/11/2023;22/01/2024;AMERICA;A;6;104
76;07/11/2023;22/01/2024;ESPANA;A;2;104
75;08/11/2023;22/01/2024;AMERICA;A;-1;104
75;08/11/2023;22/01/2024;ESPANA;T;1;104
75;08/11/2023;22/01/2024;EUROPA;H;1;104
74;09/11/2023;22/01/2024;AMERICA;A;-1;104
74;09/11/2023;22/01/2024;ESPANA;A;1;104
73;10/11/2023;22/01/2024;AMERICA;A;0;104
73;10/11/2023;22/01/2024;ESPANA;T;3;104
72;11/11/2023;22/01/2024;AMERICA;A;2;104
72;11/11/2023;22/01/2024;ESPANA;A;1;104
71;12/11/2023;22/01/2024;AMERICA;A;-1;104
71;12/11/2023;22/01/2024;ESPANA;A;-1;104
70;13/11/2023;22/01/2024;AMERICA;A;0;104
70;13/11/2023;22/01/2024;ESPANA;H;1;104
70;13/11/2023;22/01/2024;EUROPA;H;1;104
69;14/11/2023;22/01/2024;AMERICA;A;7;104
69;14/11/2023;22/01/2024;ESPANA;F;4;104
69;14/11/2023;22/01/2024;ESPANA;T;1;104
69;14/11/2023;22/01/2024;ESPANA;P;0;104
69;14/11/2023;22/01/2024;EUROPA;H;1;104
68;15/11/2023;22/01/2024;AMERICA;A;1;104
67;16/11/2023;22/01/2024;AMERICA;A;-2;104
67;16/11/2023;22/01/2024;ESPANA;P;0;104
67;16/11/2023;22/01/2024;ESPANA;T;-3;104
66;17/11/2023;22/01/2024;AMERICA;A;3;104
66;17/11/2023;22/01/2024;ESPANA;A;1;104
65;18/11/2023;22/01/2024;AMERICA;A;2;104
64;19/11/2023;22/01/2024;AMERICA;A;-2;104
64;19/11/2023;22/01/2024;ESPANA;P;1;104
64;19/11/2023;22/01/2024;ESPANA;A;-1;104
63;20/11/2023;22/01/2024;AMERICA;A;11;104
62;21/11/2023;22/01/2024;AMERICA;A;3;104
62;21/11/2023;22/01/2024;ESPANA;A;1;104
62;21/11/2023;22/01/2024;ESPANA;U;0;104
61;22/11/2023;22/01/2024;AMERICA;N;7;104
61;22/11/2023;22/01/2024;AMERICA;A;1;104
61;22/11/2023;22/01/2024;AMERICA;Q;0;104
60;23/11/2023;22/01/2024;AMERICA;N;1;104
60;23/11/2023;22/01/2024;AMERICA;A;-6;104
60;23/11/2023;22/01/2024;ESPANA;N;-1;104
59;24/11/2023;22/01/2024;AMERICA;N;6;104
59;24/11/2023;22/01/2024;AMERICA;F;4;104
59;24/11/2023;22/01/2024;AMERICA;A;-1;104
59;24/11/2023;22/01/2024;ESPANA;N;2;104
59;24/11/2023;22/01/2024;ESPANA;Q;1;104
59;24/11/2023;22/01/2024;ESPANA;P;-1;104
58;25/11/2023;22/01/2024;AMERICA;A;3;104
58;25/11/2023;22/01/2024;AMERICA;N;-2;104
58;25/11/2023;22/01/2024;AMERICA;F;-4;104
58;25/11/2023;22/01/2024;ESPANA;E;5;104
58;25/11/2023;22/01/2024;ESPANA;N;1;104
58;25/11/2023;22/01/2024;ESPANA;Q;-1;104
57;26/11/2023;22/01/2024;AMERICA;A;-2;104
57;26/11/2023;22/01/2024;AMERICA;N;-2;104
56;27/11/2023;22/01/2024;AMERICA;A;9;104
56;27/11/2023;22/01/2024;AMERICA;X;1;104
56;27/11/2023;22/01/2024;ESPANA;N;2;104
56;27/11/2023;22/01/2024;ESPANA;A;1;104
55;28/11/2023;22/01/2024;AMERICA;N;7;104
55;28/11/2023;22/01/2024;AMERICA;A;1;104
55;28/11/2023;22/01/2024;ESPANA;N;1;104
55;28/11/2023;22/01/2024;ESPANA;A;0;104
54;29/11/2023;22/01/2024;AMERICA;N;3;104
54;29/11/2023;22/01/2024;AMERICA;F;2;104
54;29/11/2023;22/01/2024;AMERICA;A;-6;104
54;29/11/2023;22/01/2024;ESPANA;A;-1;104
54;29/11/2023;22/01/2024;ESPANA;N;-1;104
54;29/11/2023;22/01/2024;ESPANA;E;-5;104
53;30/11/2023;22/01/2024;AMERICA;A;0;104
53;30/11/2023;22/01/2024;AMERICA;N;-2;104
53;30/11/2023;22/01/2024;ESPANA;P;2;104
53;30/11/2023;22/01/2024;ESPANA;Q;1;104
53;30/11/2023;22/01/2024;ESPANA;Y;0;104
53;30/11/2023;22/01/2024;ESPANA;T;0;104
53;30/11/2023;22/01/2024;ESPANA;A;-2;104
52;01/12/2023;22/01/2024;AMERICA;N;4;104
52;01/12/2023;22/01/2024;AMERICA;S;0;104
52;01/12/2023;22/01/2024;ESPANA;N;1;104
52;01/12/2023;22/01/2024;ESPANA;Q;-1;104
52;01/12/2023;22/01/2024;EUROPA;U;1;104
51;02/12/2023;22/01/2024;AMERICA;N;1;104
51;02/12/2023;22/01/2024;AMERICA;A;-1;104
51;02/12/2023;22/01/2024;ESPANA;T;1;104
50;03/12/2023;22/01/2024;AMERICA;N;0;104
49;04/12/2023;22/01/2024;AMERICA;N;6;104
49;04/12/2023;22/01/2024;ESPANA;T;2;104
49;04/12/2023;22/01/2024;ESPANA;A;1;104
49;04/12/2023;22/01/2024;ESPANA;N;1;104
49;04/12/2023;22/01/2024;ESPANA;P;-2;104
48;05/12/2023;22/01/2024;AMERICA;N;9;104
48;05/12/2023;22/01/2024;ESPANA;F;2;104
48;05/12/2023;22/01/2024;ESPANA;A;1;104
48;05/12/2023;22/01/2024;ESPANA;N;-1;104
47;06/12/2023;22/01/2024;AMERICA;N;5;104
46;07/12/2023;22/01/2024;AMERICA;N;3;104
46;07/12/2023;22/01/2024;AMERICA;A;1;104
45;08/12/2023;22/01/2024;AMERICA;N;-3;104
45;08/12/2023;22/01/2024;ESPANA;A;2;104
44;09/12/2023;22/01/2024;AMERICA;P;2;104
44;09/12/2023;22/01/2024;AMERICA;N;2;104
44;09/12/2023;22/01/2024;AMERICA;A;0;104
44;09/12/2023;22/01/2024;ESPANA;T;1;104
42;11/12/2023;22/01/2024;AMERICA;A;18;104
42;11/12/2023;22/01/2024;AMERICA;P;0;104
42;11/12/2023;22/01/2024;ESPANA;A;4;104
42;11/12/2023;22/01/2024;ESPANA;H;1;104
42;11/12/2023;22/01/2024;ESPANA;T;1;104
41;12/12/2023;22/01/2024;AMERICA;N;-1;104
41;12/12/2023;22/01/2024;AMERICA;A;-9;104
41;12/12/2023;22/01/2024;ESPANA;A;0;104
40;13/12/2023;22/01/2024;AMERICA;A;10;104
40;13/12/2023;22/01/2024;AMERICA;P;0;104
39;14/12/2023;22/01/2024;AMERICA;A;0;104
39;14/12/2023;22/01/2024;ESPANA;N;1;104
38;15/12/2023;22/01/2024;AMERICA;A;2;104
38;15/12/2023;22/01/2024;AMERICA;P;-2;104
37;16/12/2023;22/01/2024;AMERICA;A;1;104
35;18/12/2023;22/01/2024;AMERICA;A;1;104
35;18/12/2023;22/01/2024;AMERICA;P;0;104
35;18/12/2023;22/01/2024;ESPANA;A;1;104
35;18/12/2023;22/01/2024;ESPANA;N;1;104
35;18/12/2023;22/01/2024;EUROPA;V;1;104
35;18/12/2023;22/01/2024;EUROPA;U;1;104
34;19/12/2023;22/01/2024;ESPANA;U;2;104
34;19/12/2023;22/01/2024;ESPANA;T;1;104
33;20/12/2023;22/01/2024;AMERICA;N;1;104
33;20/12/2023;22/01/2024;AMERICA;A;-3;104
32;21/12/2023;22/01/2024;AMERICA;N;3;104
32;21/12/2023;22/01/2024;AMERICA;F;2;104
32;21/12/2023;22/01/2024;AMERICA;A;-2;104
32;21/12/2023;22/01/2024;ESPANA;A;2;104
32;21/12/2023;22/01/2024;ESPANA;P;1;104
31;22/12/2023;22/01/2024;AMERICA;N;5;104
31;22/12/2023;22/01/2024;ESPANA;Q;1;104
31;22/12/2023;22/01/2024;ESPANA;A;0;104
31;22/12/2023;22/01/2024;EUROPA;H;-2;104
30;23/12/2023;22/01/2024;AMERICA;N;0;104
30;23/12/2023;22/01/2024;ESPANA;A;5;104
29;24/12/2023;22/01/2024;AMERICA;N;0;104
29;24/12/2023;22/01/2024;ESPANA;P;1;104
29;24/12/2023;22/01/2024;ESPANA;A;1;104
28;25/12/2023;22/01/2024;ESPANA;A;-5;104
27;26/12/2023;22/01/2024;AMERICA;N;3;104
27;26/12/2023;22/01/2024;AMERICA;A;0;104
27;26/12/2023;22/01/2024;ESPANA;A;1;104
26;27/12/2023;22/01/2024;AMERICA;N;1;104
26;27/12/2023;22/01/2024;ESPANA;A;2;104
26;27/12/2023;22/01/2024;ESPANA;N;1;104
26;27/12/2023;22/01/2024;ESPANA;U;0;104
25;28/12/2023;22/01/2024;AMERICA;N;2;104
25;28/12/2023;22/01/2024;ESPANA;A;6;104
25;28/12/2023;22/01/2024;ESPANA;N;0;104
24;29/12/2023;22/01/2024;AMERICA;N;2;104
24;29/12/2023;22/01/2024;AMERICA;A;0;104
24;29/12/2023;22/01/2024;ESPANA;A;2;104
24;29/12/2023;22/01/2024;ESPANA;H;0;104
23;30/12/2023;22/01/2024;AMERICA;N;-1;104
23;30/12/2023;22/01/2024;ESPANA;T;1;104
22;31/12/2023;22/01/2024;ESPANA;T;-1;104
22;31/12/2023;22/01/2024;ESPANA;P;-2;104
22;31/12/2023;22/01/2024;ESPANA;A;-2;104
21;01/01/2024;22/01/2024;AMERICA;A;-1;104
21;01/01/2024;22/01/2024;ESPANA;A;-2;104
20;02/01/2024;22/01/2024;AMERICA;F;2;104
20;02/01/2024;22/01/2024;AMERICA;N;-3;104
20;02/01/2024;22/01/2024;ESPANA;T;3;104
20;02/01/2024;22/01/2024;ESPANA;H;1;104
20;02/01/2024;22/01/2024;ESPANA;A;1;104
19;03/01/2024;22/01/2024;AMERICA;N;2;104
19;03/01/2024;22/01/2024;AMERICA;F;0;104
19;03/01/2024;22/01/2024;AMERICA;A;0;104
19;03/01/2024;22/01/2024;ESPANA;N;6;104
19;03/01/2024;22/01/2024;ESPANA;A;3;104
19;03/01/2024;22/01/2024;ESPANA;P;1;104
19;03/01/2024;22/01/2024;ESPANA;F;0;104
19;03/01/2024;22/01/2024;ESPANA;Y;0;104
19;03/01/2024;22/01/2024;ESPANA;T;0;104
18;04/01/2024;22/01/2024;AMERICA;P;3;104
18;04/01/2024;22/01/2024;AMERICA;A;2;104
18;04/01/2024;22/01/2024;AMERICA;F;0;104
18;04/01/2024;22/01/2024;AMERICA;N;-1;104
18;04/01/2024;22/01/2024;ESPANA;X;7;104
18;04/01/2024;22/01/2024;ESPANA;T;2;104
18;04/01/2024;22/01/2024;ESPANA;A;2;104
18;04/01/2024;22/01/2024;ESPANA;F;1;104
18;04/01/2024;22/01/2024;ESPANA;N;0;104
18;04/01/2024;22/01/2024;EUROPA;X;1;104
18;04/01/2024;22/01/2024;EUROPA;R;0;104
17;05/01/2024;22/01/2024;AMERICA;N;2;104
17;05/01/2024;22/01/2024;ESPANA;A;1;104
17;05/01/2024;22/01/2024;ESPANA;X;1;104
17;05/01/2024;22/01/2024;ESPANA;T;-1;104
17;05/01/2024;22/01/2024;ESPANA;N;-4;104
17;05/01/2024;22/01/2024;EUROPA;Y;1;104
17;05/01/2024;22/01/2024;EUROPA;R;1;104
17;05/01/2024;22/01/2024;EUROPA;X;-1;104
16;06/01/2024;22/01/2024;ESPANA;A;3;104
16;06/01/2024;22/01/2024;ESPANA;U;1;104
16;06/01/2024;22/01/2024;ESPANA;T;-1;104
15;07/01/2024;22/01/2024;ESPANA;A;-1;104
14;08/01/2024;22/01/2024;AMERICA;P;0;104
14;08/01/2024;22/01/2024;ESPANA;U;8;104
14;08/01/2024;22/01/2024;ESPANA;H;2;104
14;08/01/2024;22/01/2024;ESPANA;P;1;104
14;08/01/2024;22/01/2024;ESPANA;T;0;104
14;08/01/2024;22/01/2024;ESPANA;A;0;104
14;08/01/2024;22/01/2024;EUROPA;Y;5;104
13;09/01/2024;22/01/2024;AMERICA;N;-2;104
13;09/01/2024;22/01/2024;ESPANA;U;1;104
13;09/01/2024;22/01/2024;ESPANA;Q;1;104
13;09/01/2024;22/01/2024;ESPANA;H;0;104
13;09/01/2024;22/01/2024;ESPANA;T;-1;104
13;09/01/2024;22/01/2024;ESPANA;A;-1;104
12;10/01/2024;22/01/2024;AMERICA;A;0;104
12;10/01/2024;22/01/2024;ESPANA;A;3;104
12;10/01/2024;22/01/2024;ESPANA;P;2;104
12;10/01/2024;22/01/2024;ESPANA;H;0;104
12;10/01/2024;22/01/2024;ESPANA;X;-1;104
12;10/01/2024;22/01/2024;EUROPA;X;1;104
11;11/01/2024;22/01/2024;ESPANA;Q;2;104
11;11/01/2024;22/01/2024;ESPANA;P;1;104
11;11/01/2024;22/01/2024;ESPANA;X;1;104
11;11/01/2024;22/01/2024;ESPANA;H;0;104
11;11/01/2024;22/01/2024;EUROPA;F;1;104
11;11/01/2024;22/01/2024;EUROPA;R;0;104
11;11/01/2024;22/01/2024;EUROPA;X;-1;104
10;12/01/2024;22/01/2024;ESPANA;P;6;104
10;12/01/2024;22/01/2024;ESPANA;U;2;104
10;12/01/2024;22/01/2024;ESPANA;Q;1;104
10;12/01/2024;22/01/2024;ESPANA;H;0;104
10;12/01/2024;22/01/2024;ESPANA;N;0;104
9;13/01/2024;22/01/2024;AMERICA;Q;1;104
9;13/01/2024;22/01/2024;ESPANA;H;2;104
9;13/01/2024;22/01/2024;ESPANA;Q;1;104
9;13/01/2024;22/01/2024;ESPANA;P;0;104
9;13/01/2024;22/01/2024;ESPANA;A;-2;104
8;14/01/2024;22/01/2024;ESPANA;H;1;104
8;14/01/2024;22/01/2024;ESPANA;Q;1;104
8;14/01/2024;22/01/2024;ESPANA;P;1;104
7;15/01/2024;22/01/2024;ESPANA;F;1;104
7;15/01/2024;22/01/2024;ESPANA;Q;1;104
7;15/01/2024;22/01/2024;ESPANA;P;1;104
7;15/01/2024;22/01/2024;ESPANA;U;0;104
7;15/01/2024;22/01/2024;ESPANA;T;0;104
7;15/01/2024;22/01/2024;ESPANA;H;-3;104
7;15/01/2024;22/01/2024;EUROPA;K;1;104
7;15/01/2024;22/01/2024;EUROPA;Q;1;104
7;15/01/2024;22/01/2024;EUROPA;Y;-1;104
6;16/01/2024;22/01/2024;AMERICA;N;0;104
6;16/01/2024;22/01/2024;AMERICA;Q;-1;104
6;16/01/2024;22/01/2024;ESPANA;Y;4;104
6;16/01/2024;22/01/2024;ESPANA;H;2;104
6;16/01/2024;22/01/2024;ESPANA;S;1;104
6;16/01/2024;22/01/2024;ESPANA;U;1;104
6;16/01/2024;22/01/2024;ESPANA;T;1;104
6;16/01/2024;22/01/2024;ESPANA;P;0;104
6;16/01/2024;22/01/2024;EUROPA;Y;-1;104
5;17/01/2024;22/01/2024;AMERICA;F;1;104
5;17/01/2024;22/01/2024;AMERICA;Y;0;104
5;17/01/2024;22/01/2024;ESPANA;A;3;104
5;17/01/2024;22/01/2024;ESPANA;T;2;104
5;17/01/2024;22/01/2024;ESPANA;H;1;104
5;17/01/2024;22/01/2024;ESPANA;Q;1;104
5;17/01/2024;22/01/2024;ESPANA;E;0;104
5;17/01/2024;22/01/2024;ESPANA;K;0;104
5;17/01/2024;22/01/2024;ESPANA;Y;-3;104
5;17/01/2024;22/01/2024;ESPANA;P;-5;104
5;17/01/2024;22/01/2024;EUROPA;Y;1;104
4;18/01/2024;22/01/2024;AMERICA;A;-1;104
4;18/01/2024;22/01/2024;ESPANA;Y;5;104
4;18/01/2024;22/01/2024;ESPANA;S;-1;104
4;18/01/2024;22/01/2024;ESPANA;P;-1;104
3;19/01/2024;22/01/2024;AMERICA;N;-1;104
3;19/01/2024;22/01/2024;ESPANA;S;1;104
3;19/01/2024;22/01/2024;ESPANA;U;1;104
3;19/01/2024;22/01/2024;ESPANA;H;0;104
3;19/01/2024;22/01/2024;ESPANA;A;-1;104
3;19/01/2024;22/01/2024;ESPANA;Y;-5;104
3;19/01/2024;22/01/2024;EUROPA;K;0;104
2;20/01/2024;22/01/2024;ESPANA;U;0;104
2;20/01/2024;22/01/2024;ESPANA;T;0;104
2;20/01/2024;22/01/2024;ESPANA;H;-1;104
2;20/01/2024;22/01/2024;EUROPA;K;1;104
1;21/01/2024;22/01/2024;AMERICA;P;0;104
1;21/01/2024;22/01/2024;AMERICA;N;0;104
1;21/01/2024;22/01/2024;AMERICA;A;-1;104
1;21/01/2024;22/01/2024;ESPANA;T;2;104
1;21/01/2024;22/01/2024;ESPANA;H;1;104
1;21/01/2024;22/01/2024;ESPANA;R;1;104
1;21/01/2024;22/01/2024;ESPANA;U;0;104
1;21/01/2024;22/01/2024;ESPANA;F;-1;104
1;21/01/2024;22/01/2024;EUROPA;Y;1;104
1;21/01/2024;22/01/2024;EUROPA;U;-1;104
0;22/01/2024;22/01/2024;AMERICA;P;-5;104
0;22/01/2024;22/01/2024;AMERICA;A;-38;104
0;22/01/2024;22/01/2024;AMERICA;N;-55;104
0;22/01/2024;22/01/2024;ESPANA;F;-1;104
0;22/01/2024;22/01/2024;ESPANA;H;-1;104
0;22/01/2024;22/01/2024;ESPANA;Q;-1;104
0;22/01/2024;22/01/2024;ESPANA;A;-1;104
0;22/01/2024;22/01/2024;ESPANA;T;-2;104
-28;19/02/2024;22/01/2024;ESPANA;F;0;104
351;08/02/2023;25/01/2024;AMERICA;V;1;119
348;11/02/2023;25/01/2024;AMERICA;V;-1;119
315;16/03/2023;25/01/2024;AMERICA;A;1;119
286;14/04/2023;25/01/2024;AMERICA;N;0;119
273;27/04/2023;25/01/2024;AMERICA;F;0;119
265;05/05/2023;25/01/2024;AMERICA;N;3;119
263;07/05/2023;25/01/2024;ESPANA;N;0;119
253;17/05/2023;25/01/2024;AMERICA;N;1;119
250;20/05/2023;25/01/2024;AMERICA;N;-1;119
248;22/05/2023;25/01/2024;AMERICA;N;2;119
246;24/05/2023;25/01/2024;ESPANA;Q;0;119
240;30/05/2023;25/01/2024;AMERICA;N;0;119
239;31/05/2023;25/01/2024;AMERICA;N;2;119
233;06/06/2023;25/01/2024;AMERICA;N;1;119
232;07/06/2023;25/01/2024;AMERICA;N;-1;119
226;13/06/2023;25/01/2024;AMERICA;N;1;119
225;14/06/2023;25/01/2024;AMERICA;N;0;119
218;21/06/2023;25/01/2024;AMERICA;P;1;119
218;21/06/2023;25/01/2024;AMERICA;N;1;119
217;22/06/2023;25/01/2024;AMERICA;N;-1;119
213;26/06/2023;25/01/2024;AMERICA;N;2;119
210;29/06/2023;25/01/2024;AMERICA;N;-2;119
210;29/06/2023;25/01/2024;ESPANA;A;2;119
209;30/06/2023;25/01/2024;AMERICA;N;0;119
207;02/07/2023;25/01/2024;AMERICA;N;2;119
207;02/07/2023;25/01/2024;ESPANA;A;-2;119
206;03/07/2023;25/01/2024;AMERICA;N;1;119
205;04/07/2023;25/01/2024;AMERICA;N;1;119
203;06/07/2023;25/01/2024;AMERICA;N;1;119
203;06/07/2023;25/01/2024;ESPANA;N;1;119
201;08/07/2023;25/01/2024;AMERICA;N;1;119
198;11/07/2023;25/01/2024;AMERICA;N;-1;119
